Home Team,Away Team,,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,Home Team Goals Scored,Away Team Goals Scored,Home Team Goals Conceeded,Away Team Goals Conceeded,year
GIRONA,VILLARREAL,,01-Feb,6.6,5.6,6.3,52,48,13,5,26,8,8,28,81,19,8,12,3,0,0,4,3,10,3,1,18,80,13,52,20,4,0,0,1,2,2,1,2017
MÁLAGA,LEGANÉS,,0-0,5.2,5.1,7,55,45,5,5,13,3,4,24,75,15,16,21,3,1,0,8,9,19,2,2,24,68,21,18,21,3,0,0,0,2,2,0,2017
REAL BETIS,VALENCIA,,0-2,10,4.9,7.8,59,41,6,6,13,1,7,17,87,13,10,11,1,0,0,3,9,13,1,5,16,82,11,21,11,4,0,0,3,6,6,3,2017
LAS PALMAS,CELTA,,0-2,10,5.7,6.6,59,41,10,11,24,3,14,16,87,12,6,13,2,0,0,4,7,14,3,3,11,79,10,30,12,1,0,1,2,5,5,2,2017
LEVANTE,GETAFE,,0-0,3.9,6.1,6.6,51,49,2,1,5,2,3,25,73,28,18,18,1,0,0,2,5,9,2,2,30,69,16,20,16,3,0,0,1,1,1,1,2017
REAL BETIS,ALAVÉS,,1-0,4.3,7.1,5.5,69,31,6,5,12,1,6,17,90,4,18,18,2,0,0,4,3,7,0,5,20,74,10,14,9,2,0,0,2,0,0,2,2017
VALENCIA,SEVILLA FC,,1-0,7,7.7,4.9,52,48,5,8,18,5,7,9,82,17,17,15,2,0,0,6,5,17,6,10,16,78,16,17,21,4,0,0,4,0,0,4,2017
BARCELONA,MÁLAGA,,1-0,4.5,6.8,6,66,34,5,4,12,3,4,17,90,9,7,10,1,0,0,5,5,13,3,3,15,80,8,20,11,4,0,0,2,0,0,2,2017
VILLARREAL,LAS PALMAS,,0-0,7.1,8.3,4.2,51,49,9,9,25,7,9,11,87,8,19,14,1,0,0,8,5,16,3,6,15,84,8,25,9,5,0,0,4,0,0,4,2017
CELTA,ATLETICO MADRID,,0-1,4,6.2,6,67,33,6,8,19,5,4,17,86,21,11,13,3,0,0,2,2,4,0,4,17,75,12,23,19,5,0,0,0,1,1,0,2017
LEGANÉS,ATHLETIC,,0-0,3.3,6.6,5.7,38,62,7,4,16,5,4,26,68,21,33,15,3,0,0,5,1,7,1,3,17,77,27,20,16,4,0,0,1,0,0,1,2017
REAL MADRID,EIBAR,,2-0,5.4,7.7,5.2,58,42,5,7,15,3,5,18,86,10,20,9,1,0,0,7,2,9,0,2,22,82,6,15,7,1,0,0,3,0,0,3,2017
REAL SOCIEDAD,ESPANYOL,,0-1,4.4,6.4,6.1,62,38,6,5,19,8,10,28,86,13,13,11,3,1,0,1,1,4,2,1,21,73,10,31,15,4,0,0,1,1,1,1,2017
DEPORTIVO,GIRONA,,0-1,5.9,5.6,6.2,61,39,6,6,15,3,9,26,82,6,22,9,3,0,0,5,6,13,2,7,19,72,17,37,16,8,0,0,1,2,2,1,2017
ALAVÉS,VALENCIA,,0-1,5.8,5.6,6.5,45,55,5,6,16,5,6,24,75,15,19,19,5,0,0,3,2,7,2,4,21,78,19,22,18,1,0,0,1,2,2,1,2017
ATLETICO MADRID,VILLARREAL,,0-0,5.4,6.8,6.4,45,55,8,6,18,4,11,17,81,19,14,13,0,0,0,2,4,12,6,6,16,79,15,20,20,4,0,0,1,1,1,1,2017
ATHLETIC,BARCELONA,,0-1,6.1,5.8,6.7,39,61,8,5,17,4,6,20,78,15,11,15,1,0,0,5,5,17,7,4,22,82,16,20,12,4,0,0,0,2,2,0,2017
SEVILLA FC,LEGANÉS,,1-0,5.3,6.9,5.4,61,39,3,5,9,1,5,19,81,17,36,16,0,0,0,5,1,10,4,6,30,63,23,12,19,3,0,0,2,1,1,2,2017
GETAFE,REAL SOCIEDAD,,0-1,6,6.5,5.1,44,56,2,5,10,3,8,19,71,9,13,19,3,0,0,6,4,15,5,7,12,79,16,20,16,2,0,0,2,1,1,2,2017
GIRONA,REAL MADRID,,0-1,6.6,7.2,5.6,39,61,8,4,15,3,2,15,79,12,24,21,2,0,0,5,6,14,3,7,19,84,12,14,11,1,0,0,2,1,1,2,2017
EIBAR,LEVANTE,,0-2,6.4,6.7,5.9,70,30,7,6,16,3,6,32,82,14,15,8,1,0,0,1,2,3,0,2,38,60,12,42,16,3,0,0,2,2,2,2,2017
MÁLAGA,CELTA,,1-0,5.7,7.1,5.4,35,65,7,3,15,5,4,20,73,9,21,20,2,0,0,4,2,10,4,1,19,85,17,18,12,3,0,0,2,1,1,2,2017
ESPANYOL,REAL BETIS,,0-0,3.6,6.6,6,39,61,6,4,10,0,5,27,74,19,20,10,2,0,0,1,4,9,4,3,21,85,5,17,17,5,0,0,1,0,0,1,2017
LAS PALMAS,DEPORTIVO,,01-Jan,6.4,5.6,6.9,62,38,6,5,13,2,8,24,87,9,15,11,1,0,0,7,5,15,3,5,20,78,11,19,15,1,0,0,1,3,3,1,2017
REAL BETIS,GETAFE,,0-2,7.2,6.4,5.8,75,25,9,4,15,2,4,18,88,14,11,10,2,0,0,6,2,9,1,6,14,62,8,26,14,6,0,0,2,2,2,2,2017
VALENCIA,LEGANÉS,,1-0,6,8,5.6,58,42,3,6,13,4,4,16,86,9,33,11,1,0,0,3,6,13,4,7,22,74,13,11,13,2,0,0,3,0,0,3,2017
DEPORTIVO,ATLETICO MADRID,,0-0,3.3,5.3,6.3,51,49,8,1,15,6,4,28,74,21,25,17,4,0,0,6,3,11,2,4,20,73,25,21,10,2,0,0,0,1,1,0,2017
ALAVÉS,ESPANYOL,,1-0,4,6,5.5,35,65,8,6,17,3,3,18,74,16,35,29,7,0,0,5,3,9,1,8,27,84,12,14,9,1,1,0,1,0,0,1,2017
BARCELONA,SEVILLA FC,,1-0,6,6.8,6.4,52,48,8,6,18,4,3,17,85,4,7,10,1,0,0,3,3,8,2,3,18,86,8,15,12,0,0,0,2,1,1,2,2017
LEVANTE,GIRONA,,0-0,6.2,4.7,7.4,49,51,2,4,7,1,7,21,79,13,14,10,3,0,0,5,5,10,0,2,20,80,15,26,16,4,0,0,1,2,2,1,2017
CELTA,ATHLETIC,,03-Jan,6.2,6.9,5.2,49,51,4,5,11,2,3,21,77,24,39,13,2,0,0,7,5,14,2,6,23,78,21,17,17,3,0,0,3,1,1,3,2017
REAL SOCIEDAD,EIBAR,,2-0,5.9,7,5.2,51,49,4,6,10,0,3,22,81,8,16,10,0,0,0,2,5,9,2,6,26,77,11,22,17,3,0,0,3,1,1,3,2017
VILLARREAL,MÁLAGA,,0-0,3.9,6.5,5.5,55,45,9,3,14,2,6,34,79,18,31,18,2,0,0,4,2,10,4,4,20,72,10,32,12,5,0,0,2,0,0,2,2017
REAL MADRID,LAS PALMAS,,1-0,6,8.3,5.1,59,41,10,9,27,8,9,19,91,4,11,9,2,0,0,1,1,3,1,2,18,83,6,41,9,1,0,0,3,0,0,3,2017
GIRONA,REAL SOCIEDAD,,0-1,4.9,6.3,5.9,54,46,7,4,14,3,3,18,79,19,14,28,4,0,0,3,5,14,6,6,15,75,12,26,10,2,0,0,1,1,1,1,2017
GETAFE,ALAVÉS,,2-0,6.2,7.3,4.9,43,57,2,8,13,3,4,22,70,16,28,18,3,0,0,4,5,11,2,5,27,73,13,18,14,3,0,0,4,1,1,4,2017
LEGANÉS,BARCELONA,,0-1,6,5.3,8,32,68,5,7,18,6,6,17,71,3,20,25,1,0,0,2,7,11,2,3,18,84,9,17,10,2,0,0,0,3,3,0,2017
SEVILLA FC,CELTA,,01-Jan,5.6,6.9,6,52,48,4,5,12,3,1,25,81,21,20,20,3,0,0,5,5,11,1,2,14,81,10,22,17,2,0,0,2,1,1,2,2017
ATLETICO MADRID,REAL MADRID,,0-0,2.5,6,7.3,34,66,3,1,7,3,7,14,80,9,34,21,6,0,0,3,3,14,8,9,25,88,16,20,6,2,0,0,0,0,0,0,2017
MÁLAGA,DEPORTIVO,,01-Jan,7.5,6.3,5.8,46,54,6,5,14,3,5,22,76,12,15,16,4,0,0,4,4,12,4,4,22,79,19,16,15,5,0,0,3,2,2,3,2017
ESPANYOL,VALENCIA,,0-0,4.8,6,6.8,47,53,7,4,13,2,3,22,77,13,19,11,0,0,0,3,4,9,2,4,19,82,12,31,17,4,0,0,0,2,2,0,2017
LAS PALMAS,LEVANTE,,0-0,4.4,5.9,6.7,61,39,4,5,10,1,3,22,83,12,9,9,1,0,0,3,6,11,2,5,17,78,9,20,23,4,0,0,0,2,2,0,2017
ATHLETIC,VILLARREAL,,0-1,5.2,6.3,6.3,47,53,10,3,15,2,9,23,78,13,18,10,1,0,0,3,4,7,0,7,24,81,20,43,16,3,0,0,1,1,1,1,2017
EIBAR,REAL BETIS,,2-0,5.7,8.5,3.7,43,57,9,7,17,1,5,16,79,14,16,10,2,0,0,2,0,4,2,2,23,81,11,25,9,2,0,1,5,0,0,5,2017
CELTA,LEGANÉS,,1-0,3.5,6.8,5.5,58,42,7,7,14,0,3,24,82,15,26,13,2,0,0,6,2,10,2,4,19,75,14,16,17,3,0,0,1,0,0,1,2017
ALAVÉS,EIBAR,,0-1,6,4.8,6.5,43,57,3,2,6,1,2,24,60,23,23,18,5,1,0,3,6,12,3,5,24,74,24,26,19,3,0,1,1,2,2,1,2017
REAL MADRID,MÁLAGA,,02-Jan,8.3,6.5,5.1,57,43,6,9,16,1,6,23,88,11,15,15,1,0,0,4,3,9,2,0,19,83,12,18,13,2,0,0,3,2,2,3,2017
REAL BETIS,GIRONA,,0-1,8.6,5.8,6.9,52,48,6,6,12,0,3,24,77,10,29,9,2,0,0,6,7,13,0,5,17,73,17,19,16,1,0,0,2,2,2,2,2017
LEVANTE,ATLETICO MADRID,,0-2,6.2,3.9,9.6,45,55,11,2,17,4,2,25,83,6,7,11,2,0,0,3,11,16,2,3,15,86,8,17,14,1,0,0,0,5,5,0,2017
DEPORTIVO,ATHLETIC,,01-Jan,7.4,6.4,6,52,48,9,4,14,1,5,22,74,22,17,11,4,0,0,6,3,10,1,2,33,75,25,25,14,1,0,0,2,2,2,2,2017
REAL SOCIEDAD,LAS PALMAS,,01-Jan,8,5.4,6.9,51,49,11,3,16,2,11,18,87,9,7,22,3,1,0,1,7,8,0,3,15,83,6,25,14,3,0,0,2,2,2,2,2017
VILLARREAL,SEVILLA FC,,1-0,8,5.3,6.8,46,54,10,4,18,4,6,17,80,13,10,9,3,1,0,3,4,15,8,6,18,85,11,25,17,3,0,0,2,3,3,2,2017
VALENCIA,BARCELONA,,0-0,5,6.3,7.5,30,70,6,1,9,2,3,10,75,7,24,12,4,0,0,2,8,12,2,9,21,87,9,8,11,0,0,0,1,1,1,1,2017
ESPANYOL,GETAFE,,0-0,3.7,6.6,5.4,51,49,5,5,10,0,6,23,69,25,26,12,3,0,0,3,4,7,0,4,33,71,22,32,18,6,0,0,1,0,0,1,2017
MÁLAGA,LEVANTE,,0-0,2.7,6.9,6.1,62,38,11,2,18,5,7,29,83,16,13,12,1,0,0,0,3,3,0,2,26,68,12,27,15,3,0,0,0,0,0,0,2017
BARCELONA,CELTA,,01-Jan,8.4,6.5,6.1,65,35,8,7,22,7,4,21,87,11,6,11,3,0,0,3,5,10,2,1,10,78,7,23,12,6,0,0,2,2,2,2,2017
ATLETICO MADRID,REAL SOCIEDAD,,0-1,6.4,7.5,5.1,55,45,5,10,16,1,5,14,82,15,10,12,1,0,0,5,2,10,3,6,18,78,9,29,10,2,0,0,2,1,1,2,2017
SEVILLA FC,DEPORTIVO,,1-0,4.4,6.8,5.4,57,43,4,6,10,0,6,25,84,17,22,12,1,0,0,7,3,12,2,7,17,79,9,25,16,3,0,0,2,0,0,2,2017
ATHLETIC,REAL MADRID,,0-0,3.8,6.3,6.1,35,65,4,4,11,3,3,21,76,14,30,20,2,0,0,10,4,19,5,5,14,88,12,13,13,4,1,0,0,0,0,0,2017
LEGANÉS,VILLARREAL,,0-0,6.3,6.9,5.3,38,62,3,5,11,3,5,32,66,12,15,11,2,0,0,6,4,12,2,6,14,79,16,29,17,4,0,0,3,1,1,3,2017
GETAFE,VALENCIA,,0-0,4,5.4,6.4,32,68,3,3,11,5,5,18,56,17,48,18,7,1,0,6,6,13,1,12,23,78,14,24,11,4,0,0,1,0,0,1,2017
EIBAR,ESPANYOL,,2-0,5.9,6.4,4.7,56,44,4,5,10,1,3,22,71,18,22,13,3,0,0,1,4,6,1,2,30,57,22,13,16,3,0,0,3,1,1,3,2017
LAS PALMAS,REAL BETIS,,1-0,4.7,7.7,4.6,56,44,4,7,21,10,6,10,91,11,6,12,1,0,0,5,2,8,1,4,14,83,10,18,21,6,1,0,1,0,0,1,2017
GIRONA,ALAVÉS,,0-0,7.8,5.7,6.8,56,44,5,3,11,3,6,12,79,20,24,8,1,0,0,1,4,9,4,5,24,74,12,32,13,2,0,0,2,3,3,2,2017
ALAVÉS,LAS PALMAS,,1-0,4.8,7.4,5.4,34,66,10,9,22,3,8,33,76,12,16,23,2,0,0,3,1,6,2,3,17,87,7,14,12,0,0,0,2,0,0,2,2017
GETAFE,EIBAR,,0-0,2.2,6.1,5.3,47,53,3,3,6,0,9,38,61,21,29,14,1,0,0,4,1,7,2,7,37,64,29,21,13,4,0,0,0,0,0,0,2017
REAL MADRID,SEVILLA FC,,5-0,6.5,9.1,4.3,59,41,9,8,21,4,9,20,92,7,6,12,0,0,0,4,3,10,3,3,10,88,4,26,11,2,0,0,5,0,0,5,2017
DEPORTIVO,LEGANÉS,,1-0,3.3,6.7,5.2,60,40,8,4,16,4,6,21,79,14,21,16,4,0,0,2,0,3,1,1,13,71,19,23,21,4,0,0,1,0,0,1,2017
VALENCIA,CELTA,,1-0,6.5,7.1,5.3,39,61,2,7,13,4,10,11,79,12,16,16,2,0,0,5,5,13,3,2,24,86,13,34,12,4,0,0,2,1,1,2,2017
REAL SOCIEDAD,MÁLAGA,,0-1,4.8,4.3,7.8,67,33,13,2,18,3,5,36,84,19,11,10,1,0,0,2,5,9,2,0,22,68,19,40,12,1,0,0,0,2,2,0,2017
REAL BETIS,ATLETICO MADRID,,0-1,3,6.1,6.7,74,26,1,4,9,4,3,23,87,9,15,15,4,0,0,2,2,4,1,2,29,66,11,31,19,3,0,0,0,1,1,0,2017
LEVANTE,ATHLETIC,,0-1,5.7,5.2,6.5,60,40,5,3,12,4,8,28,78,9,21,11,3,0,0,8,3,14,3,6,19,69,11,25,14,3,0,0,1,2,2,1,2017
VILLARREAL,BARCELONA,,0-0,5.7,5.4,7.1,32,68,3,5,9,1,2,13,79,5,18,18,2,0,1,7,6,16,3,4,12,89,5,6,13,1,0,0,0,2,2,0,2017
ESPANYOL,GIRONA,,0-1,3.7,5.3,7.1,53,47,4,3,8,1,8,31,74,18,22,9,1,0,0,6,5,12,1,6,31,72,23,39,17,3,0,0,0,1,1,0,2017
SEVILLA FC,LEVANTE,,0-0,3.5,6.6,6.3,61,39,6,6,16,4,8,17,83,13,23,22,2,0,0,6,2,10,2,5,22,72,17,21,14,3,0,0,0,0,0,0,2017
ATHLETIC,REAL SOCIEDAD,,0-0,2.1,6,6.5,39,61,4,2,7,1,6,22,73,20,24,14,3,0,0,5,2,10,3,6,29,81,17,23,9,0,0,0,0,0,0,0,2017
EIBAR,VALENCIA,,0-0,5.4,6.5,5.5,52,48,8,3,14,3,5,29,69,20,22,13,1,0,0,3,3,7,1,6,32,66,29,28,13,4,0,0,2,1,1,2,2017
ATLETICO MADRID,ALAVÉS,,0-0,2.8,6.8,5.9,64,36,3,4,10,3,4,26,82,18,20,14,3,0,0,5,0,11,6,4,20,68,18,28,16,4,0,0,1,0,0,1,2017
GIRONA,GETAFE,,1-0,2.8,6.6,4.8,45,55,3,2,9,4,1,17,65,20,33,20,2,0,0,3,0,7,4,7,27,75,12,14,25,6,0,0,1,0,0,1,2017
CELTA,VILLARREAL,,0-1,3.6,5.7,6.8,65,35,7,3,10,0,2,27,87,9,11,11,1,0,0,2,5,8,1,2,9,80,13,30,19,3,0,0,0,1,1,0,2017
LAS PALMAS,ESPANYOL,,0-2,8.3,6.6,5.8,61,39,6,5,14,3,9,19,86,13,12,6,3,0,0,2,3,8,3,2,14,79,8,33,25,3,0,0,2,2,2,2,2017
BARCELONA,DEPORTIVO,,2-0,7.6,8,4.6,61,39,9,11,23,3,6,12,89,2,15,12,0,0,0,4,3,10,3,3,15,80,8,15,10,1,0,0,4,0,0,4,2017
MÁLAGA,REAL BETIS,,0-1,4.4,5.2,6.8,45,55,10,2,18,6,3,20,76,19,16,15,2,0,1,3,4,10,3,4,15,81,18,30,15,2,0,0,0,2,2,0,2017
LEGANÉS,REAL MADRID,,01-Feb,6.2,5.2,8,40,60,3,3,7,1,6,16,76,10,7,18,3,0,0,4,7,13,2,5,18,87,13,17,7,1,0,0,1,3,3,1,2017
LEVANTE,LEGANÉS,,0-0,2.8,5.7,6.1,57,43,4,3,10,3,6,21,76,14,17,21,5,1,0,6,2,10,2,5,15,68,21,19,17,5,1,0,0,0,0,0,2017
GETAFE,LAS PALMAS,,2-0,4.8,6.6,6,33,67,6,7,13,0,3,24,71,8,16,23,3,0,0,9,6,17,2,1,18,86,9,9,11,1,0,0,2,0,0,2,2017
REAL SOCIEDAD,SEVILLA FC,,01-Jan,6.4,6.7,5.5,50,50,7,5,14,2,4,16,85,9,17,9,1,0,0,4,4,9,1,5,19,85,9,26,18,5,0,0,3,1,1,3,2017
EIBAR,GIRONA,,02-Jan,5.5,7.2,4.7,50,50,9,6,16,1,3,31,68,17,20,14,1,0,0,3,1,6,2,2,35,67,17,30,18,2,0,0,4,1,1,4,2017
ALAVÉS,MÁLAGA,,0-0,3.5,6.6,5.7,41,59,4,5,13,4,4,19,70,17,41,14,3,0,0,5,3,10,2,4,32,79,16,19,18,4,0,0,1,0,0,1,2017
REAL BETIS,ATHLETIC,,0-1,6.3,4.5,7,52,48,6,6,16,4,6,20,82,14,22,7,1,0,1,9,7,19,3,9,18,80,11,26,6,2,0,0,0,2,2,0,2017
ESPANYOL,ATLETICO MADRID,,0-0,3.4,7.1,5.2,45,55,3,4,8,1,2,21,72,23,28,18,2,0,0,3,1,9,5,3,23,78,28,24,22,5,0,0,1,0,0,1,2017
REAL MADRID,BARCELONA,,0-0,7.8,4.6,8.4,45,55,6,5,14,3,7,17,85,8,14,14,2,0,1,3,11,18,4,7,7,89,7,17,10,2,0,0,0,3,3,0,2017
VALENCIA,VILLARREAL,,0-1,4.5,5.6,6.5,55,45,12,3,22,7,14,20,84,15,9,11,6,1,0,6,2,9,1,1,14,79,10,33,21,4,1,0,0,1,1,0,2017
DEPORTIVO,CELTA,,0-2,5.5,5.4,7,54,46,7,4,15,4,3,24,78,15,16,20,2,0,0,4,3,7,0,1,23,75,14,27,16,2,0,0,1,3,3,1,2017
ATLETICO MADRID,GETAFE,,1-0,4.4,6.5,5.9,61,39,4,5,10,1,5,16,84,7,13,11,6,1,0,1,5,10,4,0,15,73,5,10,16,3,0,0,2,0,0,2,2017
VALENCIA,GIRONA,,01-Jan,6.2,6.5,5.2,59,41,6,7,17,4,9,18,84,18,23,16,5,0,0,3,5,11,3,7,22,77,15,25,14,4,0,0,2,1,1,2,2017
LAS PALMAS,EIBAR,,1-0,4.7,5.9,6.5,54,46,1,2,4,1,4,37,71,18,20,13,3,0,0,3,4,13,6,3,23,69,22,24,17,3,0,0,1,2,2,1,2017
SEVILLA FC,REAL BETIS,,02-Feb,8.9,5.2,7.1,49,51,7,3,14,4,12,26,75,26,9,16,3,0,0,2,5,9,2,0,18,80,20,52,18,6,0,0,3,5,5,3,2017
LEGANÉS,REAL SOCIEDAD,,0-0,3.7,6.3,6.4,31,69,1,4,8,3,5,18,69,12,29,14,0,0,0,2,5,9,2,6,18,86,15,11,11,1,0,0,1,0,0,1,2017
BARCELONA,LEVANTE,,2-0,6.1,7.9,5,72,28,5,8,16,3,3,26,91,7,9,10,0,0,0,5,2,9,2,6,13,76,9,8,22,4,0,0,3,0,0,3,2017
VILLARREAL,DEPORTIVO,,1-0,4.8,6.1,7.2,57,43,3,5,11,3,7,24,84,18,20,19,4,0,0,3,3,13,7,5,16,76,22,25,12,3,0,0,1,1,1,1,2017
ATHLETIC,ALAVÉS,,1-0,4.5,7.3,4.7,60,40,4,8,14,2,4,24,80,14,13,23,2,0,0,5,1,8,2,1,23,72,9,23,20,4,0,0,2,0,0,2,2017
CELTA,REAL MADRID,,01-Feb,9,5.6,6.4,50,50,5,5,10,0,3,20,82,11,19,10,2,0,0,9,8,19,2,7,16,87,11,17,15,2,0,0,2,2,2,2,2017
MÁLAGA,ESPANYOL,,0-1,3,5.6,6.1,60,40,12,2,17,3,6,24,73,31,16,18,2,0,0,2,3,6,1,5,25,67,25,56,11,3,0,0,0,1,1,0,2017
GETAFE,MÁLAGA,,0-0,2.7,5.9,5.7,42,58,3,3,7,1,5,35,62,25,20,19,3,0,0,7,2,9,0,2,19,73,17,26,16,1,0,0,1,0,0,1,2017
GIRONA,LAS PALMAS,,1-0,5.1,9.1,3.4,43,57,4,8,15,3,5,14,72,19,20,25,2,0,0,1,1,3,1,2,14,77,11,24,20,5,0,0,6,0,0,6,2017
REAL MADRID,VILLARREAL,,0-0,5.4,6.4,6.9,58,42,11,7,28,10,11,19,89,10,10,11,2,0,0,3,4,10,3,0,11,85,12,42,12,1,0,0,0,1,1,0,2017
EIBAR,ATLETICO MADRID,,0-1,3,5.9,6.3,66,34,3,3,10,4,9,35,76,24,16,12,2,0,0,4,3,7,0,1,24,55,23,36,9,1,0,0,0,1,1,0,2017
DEPORTIVO,VALENCIA,,0-1,6,5.7,7.2,52,48,7,2,12,3,8,35,79,15,22,13,1,0,0,4,5,12,3,10,21,83,9,37,8,2,0,0,1,2,2,1,2017
LEVANTE,CELTA,,0-1,3.2,5.8,6.7,38,62,7,5,15,3,6,26,74,9,13,19,4,0,0,1,2,3,0,2,13,85,22,34,7,3,0,0,0,1,1,0,2017
ALAVÉS,SEVILLA FC,,0-0,3.4,6.2,6.2,37,63,3,3,12,6,5,25,70,20,22,19,4,1,0,10,1,14,3,4,24,80,11,22,12,2,0,0,1,0,0,1,2017
ESPANYOL,ATHLETIC,,01-Jan,3.9,6,6,44,56,4,3,11,4,4,27,73,14,22,14,2,0,0,5,3,8,0,2,14,79,17,18,16,4,0,0,1,1,1,1,2017
REAL SOCIEDAD,BARCELONA,,02-Jan,8.2,5.6,7.4,49,51,4,6,15,5,7,22,85,6,17,14,2,0,0,3,5,11,3,3,23,86,9,18,13,2,0,0,2,4,4,2,2017
REAL BETIS,LEGANÉS,,02-Jan,8.5,6.7,5.1,74,26,4,9,16,3,1,19,90,8,14,12,2,0,0,4,6,10,0,1,17,68,11,23,15,3,0,0,3,2,2,3,2017
GETAFE,ATHLETIC,,01-Jan,7.2,5.1,6,50,50,4,6,17,7,6,36,72,15,13,17,5,0,0,1,5,7,1,2,23,73,24,30,12,1,0,0,2,2,2,2,2017
ESPANYOL,SEVILLA FC,,0-2,5,4.8,7.9,55,45,5,0,9,4,8,21,75,13,18,18,4,0,0,4,7,12,1,2,24,74,18,25,14,2,0,0,0,3,3,0,2017
ATLETICO MADRID,GIRONA,,1-0,4.3,5.9,7.2,53,47,2,4,9,3,2,19,83,22,14,13,4,0,0,1,3,6,2,1,11,78,17,20,15,3,0,0,1,1,1,1,2017
VILLARREAL,LEVANTE,,1-0,7.2,6.6,5.6,58,42,6,6,18,6,6,16,84,15,29,14,2,0,0,9,4,16,3,4,24,72,12,10,16,2,0,0,2,1,1,2,2017
LAS PALMAS,VALENCIA,,01-Jan,7.2,7,4.6,59,41,10,6,20,4,3,30,77,20,12,19,2,0,0,2,8,14,4,6,19,70,15,17,15,7,2,0,2,1,1,2,2017
ALAVÉS,LEGANÉS,,0-0,7.3,5.5,6.2,47,53,4,6,14,4,4,30,65,23,23,13,2,1,0,3,4,8,1,6,20,71,25,20,14,3,0,0,2,2,2,2,2017
REAL MADRID,DEPORTIVO,,02-Jan,7.5,9.2,3.6,62,38,8,14,24,2,6,25,89,8,6,7,0,0,0,3,3,6,0,1,15,81,10,31,11,2,0,0,7,1,1,7,2017
REAL SOCIEDAD,CELTA,,01-Jan,5.7,5.5,6.9,56,44,6,2,16,8,8,12,85,12,13,10,1,0,0,3,3,10,4,3,17,79,17,32,7,2,0,0,1,2,2,1,2017
REAL BETIS,BARCELONA,,0-0,6.4,4.5,9.1,49,51,4,2,7,1,4,16,82,7,7,13,2,0,0,4,10,14,0,2,25,85,7,12,9,2,0,0,0,5,5,0,2017
EIBAR,MÁLAGA,,0-1,4.7,5.8,6.7,70,30,8,4,15,3,8,32,82,30,15,11,1,0,0,6,4,10,0,3,22,59,16,46,11,2,1,0,1,1,1,1,2017
ATHLETIC,EIBAR,,0-0,3.4,6.5,6.5,43,57,5,1,7,1,3,27,66,20,33,15,0,0,0,7,2,13,4,7,31,76,14,10,14,0,0,0,1,1,1,1,2017
DEPORTIVO,LEVANTE,,2-0,7.5,6.1,5.7,42,58,4,2,8,2,4,18,69,17,27,13,6,1,0,7,4,15,4,7,26,77,26,9,14,5,0,0,2,2,2,2,2017
VALENCIA,REAL MADRID,,0-2,6.7,4.5,8.4,43,57,5,4,11,2,4,17,85,8,12,20,2,0,0,4,7,13,2,4,11,88,11,18,22,3,0,0,1,4,4,1,2017
MÁLAGA,GIRONA,,0-0,2.3,6,6.5,44,56,5,1,7,1,5,32,75,25,24,18,1,1,0,5,2,11,4,4,26,80,21,24,7,1,0,0,0,0,0,0,2017
VILLARREAL,REAL SOCIEDAD,,04-Jan,8.4,7.4,5.7,38,62,4,7,11,0,2,7,80,12,41,16,1,0,0,9,6,24,9,9,21,86,12,6,6,1,0,0,4,2,2,4,2017
LEGANÉS,ESPANYOL,,1-0,8.7,6.6,4.7,43,57,3,6,11,2,1,25,64,14,26,20,2,0,0,6,4,12,2,7,29,69,14,7,19,4,0,0,3,2,2,3,2017
ATLETICO MADRID,LAS PALMAS,,0-0,5.6,7.7,5,44,56,9,6,18,3,4,16,77,18,21,17,1,0,0,4,1,9,4,1,18,82,18,24,11,2,0,0,3,0,0,3,2017
SEVILLA FC,GETAFE,,0-0,4.3,6.4,6.2,64,36,12,1,15,2,3,31,83,28,15,12,3,0,0,3,2,7,2,4,12,67,10,30,15,3,0,0,1,1,1,1,2017
BARCELONA,ALAVÉS,,0-1,6.7,7.6,5.2,78,22,5,12,18,1,8,24,86,17,8,6,0,0,0,1,4,7,2,1,18,60,14,43,19,2,0,0,2,1,1,2,2017
CELTA,REAL BETIS,,1-0,7.8,6.7,5.5,42,58,4,5,13,4,7,10,78,13,12,13,1,0,0,3,3,7,1,2,25,83,12,15,8,5,0,0,3,2,2,3,2017
REAL SOCIEDAD,DEPORTIVO,,1-0,6.2,8.8,4.2,63,37,8,8,19,3,9,28,83,13,17,11,0,0,0,2,1,4,1,5,20,71,17,21,11,1,0,0,5,0,0,5,2017
EIBAR,SEVILLA FC,,03-Jan,6.3,7.6,4.6,44,56,6,7,17,4,5,30,66,16,19,11,0,0,0,5,3,11,3,3,29,72,22,24,20,3,0,0,5,1,1,5,2017
